fight_id,event_id,referee,f_1,f_2,winner,num_rounds,title_fight,weight_class,weight_class_rank,gender,result,result_details,finish_round,finish_time,fight_url
460,58,"John McCarthy",474,1760,474,3,F,Heavyweight,12,M,Submission,"Neck Crank From Half Guard",1,4:00,http://ufcstats.com/fight-details/fb252c420e9830cd
461,58,"Herb Dean",1373,2178,1373,3,F,"Light Heavyweight",11,M,Submission,"Rear Naked Choke",1,2:18,http://ufcstats.com/fight-details/ea8b1a909155b0c2
462,58,"Herb Dean",1154,3622,1154,5,T,Middleweight,10,M,"TKO - Doctor's Stoppage","Facial Cuts",4,3:25,http://ufcstats.com/fight-details/98cc8f5dd64895c4
463,58,"Mario Yamasaki",2753,3319,2753,3,F,Welterweight,9,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/d80b07269dd36aad
464,58,"John McCarthy",165,990,165,5,T,Heavyweight,12,M,KO/TKO,"Punches to Head On Ground",1,4:10,http://ufcstats.com/fight-details/a507bfa374885a25
465,59,"Steve Mazzagatti",1098,2577,1098,3,F,Welterweight,9,M,Submission,"Rear Naked Choke
      Technical Submission",1,1:35,http://ufcstats.com/fight-details/7acca0910edd7023
466,59,"Cecil Peoples",1129,1806,1129,3,F,Welterweight,9,M,"TKO - Doctor's Stoppage","Facial Cut",2,2:52,http://ufcstats.com/fight-details/c2c000a37a89b82f
467,59,"Herb Dean",3585,2975,3585,3,F,Middleweight,10,M,KO/TKO,"Punches to Head At Distance",1,0:22,http://ufcstats.com/fight-details/b2f604f2332cd8af
468,59,"Steve Mazzagatti",1908,3504,1908,3,F,Welterweight,9,M,Submission,"Rear Naked Choke",1,1:53,http://ufcstats.com/fight-details/44e4a1caae180261
469,59,"Cecil Peoples",2935,3308,2935,3,F,Middleweight,10,M,KO/TKO,"Punches to Head At Distance",1,0:42,http://ufcstats.com/fight-details/bf1525f9761a116e
470,59,"John McCarthy",379,1555,379,3,F,"Light Heavyweight",11,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/994739f676c2105f
471,59,"Herb Dean",2002,727,2002,3,F,Middleweight,10,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/389b7ca84b333c4c
472,59,"John McCarthy",2220,3183,2220,3,F,Middleweight,10,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/fd2f0f36b1eb5f83
473,60,"Steve Mazzagatti",1649,2232,1649,3,F,"Light Heavyweight",11,M,KO/TKO,"Flying Knee Head",2,0:09,http://ufcstats.com/fight-details/42957e04417af1d8
474,60,"Herb Dean",2903,2132,2903,3,F,Middleweight,10,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/ee69302c232e0909
475,60,"Mario Yamasaki",2075,906,2075,3,F,Middleweight,10,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/adc0b9c6afe76c23
476,60,"John McCarthy",3506,3708,3506,3,F,Welterweight,9,M,Submission,"Rear Naked Choke",1,4:09,http://ufcstats.com/fight-details/beaa6ae419b8c8c6
477,60,"Steve Mazzagatti",3199,1235,3199,3,F,Welterweight,9,M,KO/TKO,"Punches to Head From Mount
      Submission to Strikes",2,1:56,http://ufcstats.com/fight-details/d250a9d1c602e266
478,60,"Herb Dean",732,3772,732,3,F,"Light Heavyweight",11,M,Submission,"Anaconda Choke From Front Headlock",3,0:52,http://ufcstats.com/fight-details/093ef5ab2081cf65
479,60,"Mario Yamasaki",3592,3644,3592,3,F,Heavyweight,12,M,KO/TKO,"Kick to Head At Distance",1,4:59,http://ufcstats.com/fight-details/8a380b11aaf82c49
480,60,"John McCarthy",2060,1588,2060,5,T,"Light Heavyweight",11,M,KO/TKO,"Punches to Head At Distance",4,2:46,http://ufcstats.com/fight-details/5a3fcd3d3a1e1c38
481,61,"Jon Schorle",1331,1533,1331,3,F,Welterweight,9,M,"TKO - Doctor's Stoppage","Facial Cut",3,1:05,http://ufcstats.com/fight-details/c25a97523bf56e49
482,61,"Steve Mazzagatti",1120,1977,1120,3,F,Middleweight,10,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/5f2240d94375f907
483,61,"Herb Dean",1117,103,1117,3,F,Welterweight,9,M,Submission,"Triangle Choke From Bottom Guard",2,4:43,http://ufcstats.com/fight-details/926091425f88d038
484,61,"John McCarthy",1098,1908,1098,3,F,Welterweight,9,M,Submission,"Rear Naked Choke",3,4:28,http://ufcstats.com/fight-details/f5cb6cbb09ee8a16
485,61,"Steve Mazzagatti",3802,3279,3802,3,F,Heavyweight,12,M,KO/TKO,"Knee to Head In Clinch",2,3:22,http://ufcstats.com/fight-details/6ddabf12abd6fe25
486,61,"Herb Dean",2002,869,2002,3,F,Middleweight,10,M,Submission,"Armbar From Bottom Guard",1,3:26,http://ufcstats.com/fight-details/0731a4519d64df6d
487,61,"John McCarthy",2093,3622,2093,3,F,Middleweight,10,M,"TKO - Doctor's Stoppage","Facial Cuts",2,4:15,http://ufcstats.com/fight-details/5521b9bb8f220993
488,62,"John McCarthy",756,1932,756,3,F,Heavyweight,12,M,Submission,"Rear Naked Choke",2,1:02,http://ufcstats.com/fight-details/fea1931b041cc5ff
489,62,"Mario Yamasaki",3047,1425,3047,3,F,Middleweight,10,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/06a75406d3dd5cfd
490,62,"John McCarthy",3033,2137,3033,3,F,Welterweight,9,M,"TKO - Doctor's Stoppage","Facial Cut",2,2:00,http://ufcstats.com/fight-details/f15be91b30b11e0c
491,62,"Herb Dean",3455,3465,3455,3,F,"Light Heavyweight",11,M,Submission,"Triangle Choke From Bottom Guard",2,1:20,http://ufcstats.com/fight-details/75926dd5b984aa06
492,62,"Mario Yamasaki",1373,3413,1373,3,F,"Light Heavyweight",11,M,KO/TKO,"Punches to Head At Distance",1,3:30,http://ufcstats.com/fight-details/e917559aedf85a98
493,62,"Herb Dean",1545,1217,1545,3,F,Heavyweight,12,M,KO/TKO,"Punches to Head From Half Guard",1,4:14,http://ufcstats.com/fight-details/f8a90f8a7beaa330
494,62,"John McCarthy",165,474,165,5,T,Heavyweight,12,M,KO/TKO,"Punch to Head At Distance",1,0:15,http://ufcstats.com/fight-details/1c45d0feab67364f
495,63,"Jon Schorle",1687,3274,1687,3,F,Heavyweight,12,M,KO/TKO,"Kicks to Leg At Distance",2,3:28,http://ufcstats.com/fight-details/39c4f4a1aff68189
496,63,"John McCarthy",1396,812,1396,3,F,Welterweight,9,M,"TKO - Doctor's Stoppage","Facial Cuts",2,2:55,http://ufcstats.com/fight-details/f846fd001397db45
497,63,"Jon Schorle",481,2478,481,3,F,Welterweight,9,M,KO/TKO,"Slam to   On Ground",1,0:21,http://ufcstats.com/fight-details/e050c299ffa1f2d3
498,63,"Herb Dean",1129,700,1129,3,F,Welterweight,9,M,Submission,"Rear Naked Choke",2,0:37,http://ufcstats.com/fight-details/19646a0c8baee966
499,63,"John McCarthy",3530,768,3530,3,T,Welterweight,9,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/e364cd5772cfd27c
500,63,"Herb Dean",1050,1637,1050,3,T,Heavyweight,12,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/c22f4a7540cffdda
501,63,"John McCarthy",3199,880,3199,3,F,Welterweight,9,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/2eb9b36c09c00d69
502,64,"Steve Mazzagatti",3664,3956,3664,3,F,Welterweight,9,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/57b5e8bda9447b77
503,64,"Mario Yamasaki",103,607,103,3,F,Welterweight,9,M,KO/TKO,"Punches to Head From Mount",1,2:25,http://ufcstats.com/fight-details/678af75cb4c155a9
504,64,"Herb Dean",1555,2591,1555,3,F,"Light Heavyweight",11,M,Submission,"Rear Naked Choke",2,2:05,http://ufcstats.com/fight-details/84c510ab7e764598
505,64,"Mario Yamasaki",1588,2903,1588,3,F,Middleweight,10,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/5f9d5ebe5ec28753
506,64,"Herb Dean",3506,3337,3506,3,F,Welterweight,9,M,KO/TKO,"Elbows to Head From Guard",2,2:53,http://ufcstats.com/fight-details/388df822e50b04f8
507,64,"John McCarthy",1610,3033,1610,3,F,Welterweight,9,M,Submission,"Kimura From Side Control",1,3:28,http://ufcstats.com/fight-details/8062a7852a8b1560
508,64,"Herb Dean",1304,1760,1304,3,F,Heavyweight,12,M,KO/TKO,"Punch to Head At Distance",3,4:39,http://ufcstats.com/fight-details/670db5afcb26df7c
509,64,"John McCarthy",1154,2935,1154,5,T,Middleweight,10,M,KO/TKO,"Punch to Head At Distance",1,2:34,http://ufcstats.com/fight-details/2dfda46cbc17bc99
510,65,"Steve Mazzagatti",3843,1806,3843,3,F,Welterweight,9,M,Submission,"Von Flue Choke From Side Control
      Technical Submission",3,1:17,http://ufcstats.com/fight-details/d0fcabb07a3e9500
511,65,"John McCarthy",1117,3035,1117,3,F,Welterweight,9,M,"TKO - Doctor's Stoppage","Jaw Injury",1,5:00,http://ufcstats.com/fight-details/52125c3e41a1bd1e
512,65,"Mario Yamasaki",2126,1331,2126,3,F,Welterweight,9,M,KO/TKO,"Punch to Head At Distance",1,0:06,http://ufcstats.com/fight-details/392089df68b1a721
513,65,"Herb Dean",2577,1396,2577,3,F,Welterweight,9,M,Submission,"Triangle Choke From Bottom Guard",1,4:20,http://ufcstats.com/fight-details/e55b69543aa74907
514,65,"John McCarthy",2002,3047,2002,3,F,Middleweight,10,M,KO/TKO,"Punch to Head At Distance",1,1:44,http://ufcstats.com/fight-details/0582b78dc635301b
515,65,"Mario Yamasaki",481,1098,481,3,F,Welterweight,9,M,Submission,"Guillotine Choke After Drop to Half Guard",1,1:07,http://ufcstats.com/fight-details/fbd75b08f377d149
516,65,"Herb Dean",379,1649,379,3,F,"Light Heavyweight",11,M,Submission,"Kimura From Side Control",1,4:30,http://ufcstats.com/fight-details/bd5afec6940c5d32
517,65,"John McCarthy",3592,3365,3592,3,F,Heavyweight,12,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/537012aa6fb20f00
518,66,"Steve Mazzagatti",1687,3919,1687,3,F,"Light Heavyweight",11,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/a63ed5d48f00ad18
519,66,"Herb Dean",2443,1545,2443,3,F,Heavyweight,12,M,Submission,"North-South Choke
      Technical Submission",1,4:35,http://ufcstats.com/fight-details/d49bc8e4e5613614
520,66,"John McCarthy",474,54,474,3,F,Heavyweight,12,M,KO/TKO,"Punches to Head From Side Control",2,2:27,http://ufcstats.com/fight-details/bb5ceaf835c0bb18
521,66,"Steve Mazzagatti",3176,3413,3176,3,F,"Light Heavyweight",11,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/14850f48b2bede47
522,66,"Mario Yamasaki",3033,880,3033,3,F,Welterweight,9,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/d9499d55f9f53112
523,66,"John McCarthy",3455,3772,3455,3,F,"Light Heavyweight",11,M,Submission,"Rear Naked Choke",1,2:21,http://ufcstats.com/fight-details/357f438c15e1326f
524,66,"Herb Dean",756,2403,756,3,F,Heavyweight,12,M,KO/TKO,"Punches to Head From Half Guard",1,4:10,http://ufcstats.com/fight-details/44592a74cda71275
525,66,"Mario Yamasaki",3802,990,3802,3,F,Heavyweight,12,M,KO/TKO,"Kick to Head At Distance",1,1:25,http://ufcstats.com/fight-details/235e4c69d5d945e8
526,66,"John McCarthy",2060,732,2060,5,T,"Light Heavyweight",11,M,KO/TKO,"Punch to Head At Distance",2,1:28,http://ufcstats.com/fight-details/0e94e0a8c2130cea
527,67,"Yves Lavigne",2521,1974,2521,3,F,Heavyweight,12,M,KO/TKO,"Punches to Head From Guard",3,1:59,http://ufcstats.com/fight-details/82a5e1bba6b843be
528,67,"Herb Dean",1962,2142,1962,3,F,"Light Heavyweight",11,M,Submission,"Kimura From North South",1,1:54,http://ufcstats.com/fight-details/7ca8095148c23b71
529,67,"Mario Yamasaki",3550,1117,3550,3,F,Lightweight,8,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/7ba640f8b70bc685
530,67,"Mario Yamasaki",1573,982,1573,3,F,Lightweight,8,M,Submission,"Triangle Choke From Bottom Guard",2,1:52,http://ufcstats.com/fight-details/0cc225bf45697271
531,67,"John McCarthy",2220,906,2220,3,F,Middleweight,10,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/00dc5354794818a7
532,67,"Herb Dean",3506,2806,3506,3,F,Welterweight,9,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/817c3b44517daa91
533,67,"Steve Mazzagatti",3585,3823,3585,3,F,Middleweight,10,M,Submission,"Guillotine Choke From Bottom Guard",1,2:09,http://ufcstats.com/fight-details/f989a1acbda0e16a
534,67,"John McCarthy",1154,2093,1154,5,T,Middleweight,10,M,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/002cb1bb411c5f60
535,68,"Steve Mazzagatti",3465,2903,3465,3,F,Middleweight,10,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/fa193b3d07c0ed9b
536,68,"Herb Dean",1908,607,1908,3,F,Welterweight,9,M,Submission,"Rear Naked Choke",1,3:29,http://ufcstats.com/fight-details/622cada31f247f9a
537,68,"John McCarthy",637,1637,637,3,F,Heavyweight,12,M,Submission,"Armbar From Bottom Guard",3,3:37,http://ufcstats.com/fight-details/fb1f1b0c9ef454dc
538,68,"Steve Mazzagatti",1120,481,1120,3,F,Welterweight,9,M,Submission,"Rear Naked Choke",2,4:57,http://ufcstats.com/fight-details/eeb77732d7c3389a
539,68,"Mario Yamasaki",768,3843,768,3,F,Welterweight,9,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/3adae93bbf06287a
540,68,"John McCarthy",2002,1113,2002,3,F,Middleweight,10,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/44a79a250fdd61cd
541,68,"Herb Dean",2577,3530,2577,3,F,Welterweight,9,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/d066287b31c871a6
542,68,"Mario Yamasaki",1050,1555,1050,3,F,"Light Heavyweight",11,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/99eb03e6c7dc4be2
543,68,"John McCarthy",379,1687,379,3,F,"Light Heavyweight",11,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/d39ce3ecd3fbdadf
544,69,"Mario Yamasaki",103,2616,103,3,F,Welterweight,9,M,KO/TKO,"Punches to Head At Distance",1,2:54,http://ufcstats.com/fight-details/12231c1ca2e09011
545,69,"John McCarthy",1962,2232,1962,3,F,"Light Heavyweight",11,M,KO/TKO,"Punches to Head From Back Control",2,2:37,http://ufcstats.com/fight-details/3fe41b95899316d5
546,69,"Marco Lopez",3648,3430,3648,3,F,Middleweight,10,M,Submission,"Rear Naked Choke",1,3:08,http://ufcstats.com/fight-details/fdafa20b7ec8cb44
547,69,"Mario Yamasaki",2753,3664,2753,3,F,Welterweight,9,M,KO/TKO,"Punches to Head From Back Control
      Submission to Strikes",1,4:44,http://ufcstats.com/fight-details/0a083ab881ef3a5f
548,69,"John McCarthy",2443,756,2443,3,F,Heavyweight,12,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/fb972da69450127f
549,69,"Herb Dean",3622,2045,3622,3,F,Middleweight,10,M,Submission,"Triangle Choke After Drop to Guard",1,3:14,http://ufcstats.com/fight-details/f747fbe721cdb042
550,69,"John McCarthy",2700,1373,2700,3,F,"Light Heavyweight",11,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/5f9b063630e52778
551,69,"Marco Lopez",3337,880,3337,3,F,Welterweight,9,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/fef433a7cb7a2029
552,69,"Herb Dean",3592,165,3592,5,T,Heavyweight,12,M,KO/TKO,"Punch to Head At Distance",1,2:43,http://ufcstats.com/fight-details/57a7767c4255e034
553,70,"Mario Yamasaki",1396,811,1396,3,F,Lightweight,8,M,KO/TKO,"Punch to Head At Distance",1,1:37,http://ufcstats.com/fight-details/25acf5f94667e79d
554,70,"Steve Mazzagatti",1304,3279,1304,3,F,Heavyweight,12,M,KO/TKO,"Punch to Head At Distance",2,0:24,http://ufcstats.com/fight-details/3df422ea531e16c6
555,70,"John McCarthy",1117,3951,1117,3,F,Lightweight,8,M,KO/TKO,"Flying Knee Head",2,1:43,http://ufcstats.com/fight-details/857365273ed2f353
556,70,"Herb Dean",1588,3465,1588,3,F,Middleweight,10,M,Submission,"Armbar From Bottom Guard",2,1:17,http://ufcstats.com/fight-details/d1b8ff290d09013b
557,70,"Mario Yamasaki",3585,3033,3585,3,F,Middleweight,10,M,Submission,"Guillotine Choke After Drop to Guard",1,2:19,http://ufcstats.com/fight-details/c409c3a5eda764ba
558,70,"John McCarthy",3802,3365,3802,3,F,Heavyweight,12,M,Submission,"Guillotine Choke From Bottom Guard",1,2:39,http://ufcstats.com/fight-details/c66bd50ed1e75d2b
559,70,"Steve Mazzagatti",3199,63,3199,3,F,Welterweight,9,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/d490c78bd5d0145a
560,70,"Herb Dean",2083,3176,2083,3,F,"Light Heavyweight",11,M,Submission,"Triangle Choke From Bottom Guard",1,2:20,http://ufcstats.com/fight-details/356fdab9bc109093
561,70,"John McCarthy",1610,1338,1610,3,F,"Catch Weight",,M,KO/TKO,"Punches to Head From Back Control",1,4:39,http://ufcstats.com/fight-details/ed3ae3852fe549d4
562,71,"Mario Yamasaki",2599,683,2599,3,F,"Light Heavyweight",11,M,Submission,"Rear Naked Choke",1,3:10,http://ufcstats.com/fight-details/43e5f75fe9cedafd
563,71,"Yves Lavigne",1433,1139,1433,3,F,"Light Heavyweight",11,M,KO/TKO,"Elbows to Head From Guard",1,4:47,http://ufcstats.com/fight-details/20e28ee267d9b5dc
564,71,"Steve Mazzagatti",1113,1622,1113,3,F,Middleweight,10,M,KO/TKO,"Punch to Head At Distance",1,4:15,http://ufcstats.com/fight-details/5bfba809430d178b
565,71,"Mario Yamasaki",3517,2,3517,3,F,Middleweight,10,M,Submission,"Rear Naked Choke",1,2:56,http://ufcstats.com/fight-details/387bdcc2ca8709c1
566,71,"Yves Lavigne",3411,2883,3411,3,F,Middleweight,10,M,Submission,"Triangle Choke From Bottom Guard",1,0:44,http://ufcstats.com/fight-details/4df8efe64e83f74e
567,71,"Mario Yamasaki",1687,1333,1687,3,F,"Light Heavyweight",11,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/2168b2c814faada6
568,71,"Steve Mazzagatti",1384,1511,1384,3,T,Middleweight,10,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/2b95f2982b19518a
569,71,"John McCarthy",338,1483,338,3,T,"Light Heavyweight",11,M,KO/TKO,"Punches to Head In Clinch",2,4:14,http://ufcstats.com/fight-details/b48a211abe177846
570,71,"John McCarthy",1129,3550,1129,3,F,Lightweight,8,M,Submission,"Rear Naked Choke",1,1:46,http://ufcstats.com/fight-details/7cdb56b2f207a41b
571,72,"Mario Yamasaki",3225,2045,3225,3,F,Middleweight,10,M,KO/TKO,"Knee to Head In Clinch",1,2:13,http://ufcstats.com/fight-details/919c86cce0eca615
572,72,"Steve Mazzagatti",2142,3134,2142,3,F,"Light Heavyweight",11,M,Submission,"Armbar From Mount",1,4:01,http://ufcstats.com/fight-details/282d8651ca34b7f6
573,72,"Mario Yamasaki",1120,103,1120,3,F,Welterweight,9,M,KO/TKO,"Kick to Head From Bottom Guard
      Upkick",2,4:37,http://ufcstats.com/fight-details/16de071ad45cd350
574,72,"Herb Dean",1962,1545,1962,3,F,"Light Heavyweight",11,M,KO/TKO,"Punches to Head On Ground",1,5:00,http://ufcstats.com/fight-details/b0ba95fd1503411f
575,72,"John McCarthy",1908,2360,1908,3,F,Welterweight,9,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/4f1a8eade87e928e
576,72,"Steve Mazzagatti",1573,1403,1573,3,F,Lightweight,8,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/e7225dcc3349ae57
577,72,"Mario Yamasaki",1050,379,1050,3,F,"Light Heavyweight",11,M,Decision,Majority,3,5:00,http://ufcstats.com/fight-details/e22b2f50d7eeed3a
578,72,"John McCarthy",3366,2002,3366,3,F,Middleweight,10,M,KO/TKO,"Punches to Head At Distance",1,0:49,http://ufcstats.com/fight-details/ccdd6c7577927a8c
579,72,"Herb Dean",1331,768,1331,3,F,Welterweight,9,M,Decision,Majority,3,5:00,http://ufcstats.com/fight-details/c4f05ff2781530f4
580,73,"Steve Mazzagatti",1098,2797,1098,3,F,Welterweight,9,M,Submission,"Rear Naked Choke",3,1:20,http://ufcstats.com/fight-details/979318b05efd1ea4
581,73,"Yves Lavigne",1903,54,1903,3,F,Heavyweight,12,M,"TKO - Doctor's Stoppage","Facial Cuts",1,4:13,http://ufcstats.com/fight-details/e3b5f66198161226
582,73,"Herb Dean",2443,2829,2443,3,F,Heavyweight,12,M,KO/TKO,"Punches to Head In Clinch",1,2:42,http://ufcstats.com/fight-details/bc7a81a81840e4be
583,73,"Yves Lavigne",1150,1761,1150,3,F,"Catch Weight",,M,Submission,"Triangle Choke From Mount",3,0:47,http://ufcstats.com/fight-details/01733579ef03be00
584,73,"John McCarthy",3530,982,3530,3,F,Lightweight,8,M,"TKO - Doctor's Stoppage","Facial Cut",2,5:00,http://ufcstats.com/fight-details/4000e1f32058796a
585,73,"Yves Lavigne",2403,637,2403,3,F,Heavyweight,12,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/9ce2d0b880e88934
586,73,"Herb Dean",2700,3332,2700,3,F,"Light Heavyweight",11,M,KO/TKO,"Elbows to Head From Guard",1,1:18,http://ufcstats.com/fight-details/ee6000812e2b9f9d
587,73,"Steve Mazzagatti",481,2577,481,3,F,Welterweight,9,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/000da3152b7b5ab1
588,73,"John McCarthy",3592,165,3592,5,T,Heavyweight,12,M,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/3c3533ba486a2006
589,74,"Steve Mazzagatti",3689,1486,3689,3,F,Welterweight,9,M,Submission,"Rear Naked Choke",1,2:37,http://ufcstats.com/fight-details/0c96a5a8ab740ca8
590,74,"Herb Dean",2850,2478,2850,3,F,Welterweight,9,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/fa2be4b37de934bf
591,74,"John McCarthy",2647,2375,2647,3,F,Heavyweight,12,M,KO/TKO,"Punches to Head On Ground",2,0:52,http://ufcstats.com/fight-details/2f4baf8f94c400cd
592,74,"Steve Mazzagatti",3033,3843,3033,3,F,Welterweight,9,M,Submission,"Triangle Choke From Bottom Guard",1,2:01,http://ufcstats.com/fight-details/8e51f8648840eb38
593,74,"Herb Dean",1794,3859,1794,3,F,Middleweight,10,M,Submission,"Rear Naked Choke",1,2:59,http://ufcstats.com/fight-details/1c9798288310201c
594,74,"John McCarthy",1908,1331,1908,3,F,Welterweight,9,M,KO/TKO,"Punches to Head From Back Control
      Submission to Strikes",1,4:10,http://ufcstats.com/fight-details/9450f80c9fab4da1
